Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
25,250000,Mortgage,4.0,Education,A,10575,6.99,0.04,N,2,0
24,50000,Rent,4.0,Venture,A,18000,7.9,0.36,N,4,1
25,122000,Mortgage,1.0,Medical,A,10000,8.94,0.08,N,4,0
22,43385,Rent,7.0,Personal,C,23000,,0.53,N,3,1
21,65000,Mortgage,2.0,Venture,B,8400,11.86,0.13,N,4,0
21,21000,Rent,2.0,Education,B,10000,11.71,0.48,N,2,1
21,45000,Rent,4.0,Medical,A,4000,7.9,0.09,N,3,0
22,50000,Mortgage,5.0,Venture,B,10000,10.36,0.2,N,3,0
22,37000,Rent,4.0,Personal,B,5000,10.65,0.14,N,4,0
27,51000,Own,3.0,Homeimprovement,A,3500,7.88,0.07,N,5,0
23,33000,Own,5.0,Venture,B,3600,11.58,0.11,N,4,0
21,50000,Rent,1.0,Education,A,10000,6.03,0.2,N,4,0
23,81600,Mortgage,7.0,Venture,A,9000,7.49,0.11,N,3,0
23,48000,Rent,3.0,Medical,A,4800,5.42,0.1,N,3,0
27,48000,Rent,4.0,Medical,A,2800,7.49,0.06,N,5,0
40,167000,Rent,2.0,Venture,B,22000,10.99,0.13,N,13,0
26,57600,Rent,10.0,Homeimprovement,A,10000,6.62,0.17,N,4,0
29,120000,Mortgage,11.0,Venture,B,16000,12.42,0.13,N,9,0
23,81600,Mortgage,7.0,Debtconsolidation,A,9000,7.49,0.11,N,4,0
28,25000,Rent,1.0,Venture,A,5000,7.51,0.2,N,9,0
30,75000,Mortgage,11.0,Personal,B,5000,,0.07,N,10,0
33,88000,Rent,3.0,Venture,D,9000,14.54,0.1,N,9,0
25,70000,Own,4.0,Homeimprovement,D,12000,14.59,0.17,N,2,0
27,51600,Mortgage,12.0,Medical,A,6000,8.9,0.12,N,9,0
27,30996,Rent,1.0,Medical,D,2600,14.74,0.08,N,5,1
22,72000,Mortgage,3.0,Education,B,5000,,0.07,N,3,0
27,40000,Rent,1.0,Venture,C,13000,13.48,0.33,N,7,1
22,57996,Mortgage,4.0,Venture,A,21250,6.91,0.37,N,4,0
22,58000,Rent,6.0,Venture,B,12000,11.49,0.21,N,4,0
23,20000,Rent,0.0,Education,C,4100,13.49,0.2,N,4,0
40,187000,Mortgage,0.0,Debtconsolidation,A,10000,7.9,0.05,N,17,0
26,59500,Mortgage,9.0,Debtconsolidation,A,12000,6.62,0.2,N,4,0
28,46000,Rent,3.0,Medical,B,12000,,0.26,N,8,0
33,100000,Mortgage,1.0,Education,B,25000,10.39,0.25,N,9,0
22,15000,Rent,2.0,Venture,A,3000,7.51,0.2,N,4,1
35,38000,Mortgage,2.0,Medical,B,15000,10.99,0.39,N,5,0
24,63000,Mortgage,8.0,Venture,B,6300,11.49,0.1,N,4,0
22,24000,Own,4.0,Personal,C,4750,,0.2,Y,3,0
25,48000,Mortgage,,Homeimprovement,A,4500,5.42,0.09,N,2,0
23,75000,Mortgage,5.0,Venture,A,12000,7.51,0.16,N,3,0
22,75000,Mortgage,6.0,Education,B,14950,9.91,0.2,N,4,0
25,132000,Rent,4.0,Homeimprovement,C,10000,12.84,0.08,Y,3,0
26,31000,Mortgage,5.0,Education,B,4000,10.33,0.13,N,2,0
32,52000,Mortgage,3.0,Medical,C,10000,14.35,0.19,Y,8,0
28,34000,Rent,4.0,Personal,D,10000,14.74,0.29,N,9,0
27,71000,Rent,9.0,Debtconsolidation,B,4200,,0.06,N,5,0
40,60000,Rent,0.0,Debtconsolidation,B,6500,11.11,0.11,N,13,0
22,48000,Mortgage,7.0,Venture,B,6500,10.62,0.14,N,3,0
22,21600,Rent,3.0,Medical,B,8000,11.49,0.37,N,3,1
21,61464,Mortgage,5.0,Homeimprovement,C,4000,,0.07,Y,2,1
30,265000,Mortgage,3.0,Homeimprovement,D,24000,14.96,0.09,Y,7,0
25,19200,Rent,2.0,Homeimprovement,C,6000,13.11,0.31,Y,2,1
25,42000,Rent,2.0,Medical,B,6600,10.65,0.16,N,4,0
28,44340,Mortgage,,Personal,A,2600,7.14,0.06,N,6,1
24,30000,Rent,3.0,Medical,D,5300,15.28,0.18,Y,3,1
27,32760,Rent,4.0,Personal,D,5000,15.21,0.15,Y,9,0
21,30000,Rent,1.0,Venture,D,2400,16.49,0.08,Y,2,1
22,54252,Mortgage,6.0,Personal,A,3500,6.39,0.06,N,4,0
22,42000,Mortgage,1.0,Education,A,13000,,0.31,N,4,0
25,38400,Rent,0.0,Debtconsolidation,B,13000,10.74,0.34,N,3,1
24,75000,Own,0.0,Personal,A,6675,6.54,0.09,N,3,0
29,80004,Rent,12.0,Personal,B,2000,9.76,0.02,N,10,0
28,39500,Mortgage,11.0,Education,A,11000,7.14,0.28,N,8,0
27,68000,Mortgage,6.0,Education,C,2000,13.8,0.03,N,5,0
25,159996,Rent,4.0,Personal,D,5000,14.11,0.03,Y,4,0
38,50000,Rent,8.0,Medical,C,20000,13.85,0.4,N,14,1
40,35820,Rent,0.0,Personal,B,3275,8.88,0.09,N,13,0
25,107000,Rent,0.0,Venture,A,10000,8.38,0.09,N,3,0
26,82000,Mortgage,2.0,Personal,D,4500,15.05,0.05,Y,4,0
28,54000,Rent,2.0,Education,C,13000,15.23,0.24,N,9,1
36,14400,Rent,0.0,Education,E,5500,17.56,0.38,N,11,1
25,50000,Mortgage,9.0,Education,A,6400,8.32,0.13,N,3,0
25,44966,Rent,3.0,Medical,A,10025,5.42,0.22,N,4,0
27,80000,Own,11.0,Education,B,5000,11.14,0.06,N,7,0
23,65500,Mortgage,3.0,Personal,B,16800,,0.26,N,2,0
22,50663,Rent,0.0,Education,C,7500,13.22,0.15,N,2,0
28,95000,Rent,5.0,Education,B,8000,12.42,0.08,N,6,0
32,73000,Mortgage,7.0,Personal,C,4750,13.11,0.07,Y,9,1
34,51000,Rent,1.0,Medical,A,6000,5.99,0.12,N,6,0
38,37500,Rent,0.0,Education,A,1375,6.91,0.04,N,15,0
22,30000,Rent,4.0,Personal,C,4800,,0.16,N,3,1
26,34995,Rent,4.0,Education,A,10000,7.88,0.29,N,2,0
27,130000,Mortgage,1.0,Homeimprovement,B,21000,10.62,0.16,N,7,0
28,170000,Mortgage,3.0,Medical,B,4000,,0.02,N,10,0
29,51000,Mortgage,12.0,Personal,B,1800,11.49,0.04,N,8,0
35,40000,Rent,2.0,Medical,C,7550,13.92,0.19,N,9,0
32,57192,Rent,5.0,Personal,A,6400,8.0,0.11,N,5,0
24,38000,Rent,5.0,Debtconsolidation,A,5600,6.62,0.15,N,4,0
38,56524,Rent,16.0,Homeimprovement,B,22000,10.75,0.39,N,15,1
45,36700,Own,7.0,Personal,A,2000,7.51,0.05,N,16,0
45,30000,Mortgage,5.0,Medical,C,1000,15.23,0.03,Y,11,0
28,72000,Rent,8.0,Personal,B,5000,10.59,0.07,N,9,0
28,30000,Rent,2.0,Debtconsolidation,A,12000,5.42,0.4,N,6,1
24,67000,Rent,5.0,Homeimprovement,C,20000,13.48,0.3,Y,2,0
23,76000,Rent,3.0,Medical,C,13000,,0.17,Y,2,0
23,61836,Mortgage,4.0,Debtconsolidation,D,1700,16.77,0.03,N,4,1
30,45600,Mortgage,0.0,Venture,A,6400,8.94,0.14,N,7,0
28,77544,Mortgage,2.0,Personal,E,15000,16.63,0.19,Y,5,0
26,54000,Mortgage,3.0,Medical,A,5000,5.79,0.09,N,3,0
22,70000,Mortgage,1.0,Medical,A,8400,7.88,0.12,N,2,0
22,10800,Rent,,Venture,C,3600,12.23,0.33,Y,3,1
23,108000,Mortgage,7.0,Debtconsolidation,C,4000,,0.04,N,2,1
23,65000,Mortgage,7.0,Education,B,6000,11.48,0.09,N,4,0
23,20800,Rent,0.0,Debtconsolidation,B,3000,11.46,0.14,N,4,0
34,33456,Rent,2.0,Education,E,4000,16.45,0.12,N,5,1
23,60000,Mortgage,5.0,Personal,D,15000,15.21,0.25,Y,3,0
22,27600,Rent,5.0,Venture,C,1200,13.06,0.04,N,2,0
48,80000,Mortgage,0.0,Debtconsolidation,A,7700,9.63,0.1,N,11,0
33,45000,Rent,0.0,Venture,B,7000,10.38,0.16,N,8,0
22,26400,Mortgage,2.0,Debtconsolidation,B,4400,11.49,0.17,N,4,0
28,80000,Mortgage,6.0,Homeimprovement,B,4400,,0.06,N,5,0
23,40000,Rent,3.0,Debtconsolidation,A,2400,8.9,0.06,N,3,0
30,21600,Rent,2.0,Debtconsolidation,C,1500,14.72,0.07,Y,8,0
25,29120,Rent,0.0,Homeimprovement,D,6400,16.29,0.22,N,2,1
23,46000,Rent,1.0,Education,A,7000,7.4,0.15,N,4,0
21,15192,Rent,4.0,Personal,C,5500,13.11,0.36,Y,3,1
36,55000,Rent,6.0,Homeimprovement,B,10900,12.42,0.2,N,13,0
23,102000,Mortgage,5.0,Personal,A,35000,7.9,0.34,N,3,0
26,80000,Mortgage,10.0,Debtconsolidation,B,10800,11.99,0.14,N,3,0
22,71500,Rent,2.0,Education,C,6400,13.11,0.09,N,4,0
25,64000,Mortgage,9.0,Homeimprovement,A,9000,5.99,0.14,N,2,0
25,52000,Rent,4.0,Education,B,15000,12.18,0.29,N,4,0
27,48000,Rent,2.0,Venture,C,16000,14.22,0.33,N,5,1
28,44500,Mortgage,2.0,Debtconsolidation,A,10000,8.59,0.22,N,10,0
25,48000,Rent,8.0,Debtconsolidation,C,3500,13.16,0.07,N,3,0
28,30000,Rent,5.0,Personal,B,5825,9.99,0.19,N,9,0
32,71000,Mortgage,10.0,Homeimprovement,A,14000,6.99,0.2,N,8,0
30,36000,Rent,2.0,Education,C,4200,14.27,0.12,Y,5,0
26,36000,Rent,4.0,Venture,B,5000,10.37,0.14,N,4,0
26,51600,Rent,1.0,Homeimprovement,A,5000,8.94,0.1,N,2,1
48,20400,Rent,4.0,Medical,A,12000,7.49,0.59,N,12,1
27,36000,Rent,3.0,Medical,B,5800,12.42,0.16,N,10,0
21,38400,Rent,5.0,Education,A,10000,7.66,0.26,N,4,0
31,88000,Rent,1.0,Debtconsolidation,B,13225,12.42,0.15,N,7,0
24,71000,Rent,8.0,Venture,B,11200,11.36,0.16,N,3,0
26,30000,Rent,4.0,Medical,C,5000,,0.17,Y,4,0
28,54000,Rent,1.0,Medical,D,2000,14.42,0.04,N,7,1
23,57000,Own,7.0,Education,B,4200,10.51,0.07,N,4,0
25,52000,Rent,1.0,Debtconsolidation,C,3000,12.99,0.06,Y,4,0
28,100000,Mortgage,0.0,Venture,C,18000,13.99,0.18,Y,6,0
33,35000,Mortgage,2.0,Education,A,6000,5.42,0.17,N,10,0
41,55000,Mortgage,17.0,Personal,A,9000,5.99,0.16,N,17,0
40,70000,Mortgage,16.0,Homeimprovement,A,12000,5.79,0.17,N,14,0
26,47300,Mortgage,3.0,Venture,B,6000,12.69,0.13,N,4,0
26,51000,Mortgage,5.0,Medical,D,7000,15.21,0.14,N,4,1
25,30000,Mortgage,,Homeimprovement,A,8000,6.92,0.27,N,3,0
44,85280,Mortgage,4.0,Personal,B,7000,10.62,0.08,N,12,0
31,55000,Rent,3.0,Debtconsolidation,B,10000,10.59,0.18,N,10,0
44,12000,Own,5.0,Homeimprovement,B,2000,9.88,0.17,N,11,1
27,20400,Rent,3.0,Personal,B,2000,12.53,0.1,N,6,0
28,96000,Mortgage,8.0,Venture,A,10000,7.66,0.1,N,7,0
33,51200,Rent,1.0,Venture,E,13075,16.7,0.26,Y,8,1
27,45468,Rent,2.0,Venture,C,4000,13.99,0.09,Y,5,0
51,120000,Mortgage,2.0,Personal,A,30000,7.9,0.25,N,22,0
40,110000,Rent,6.0,Homeimprovement,B,13000,9.91,0.12,N,17,0
22,12000,Rent,0.0,Medical,A,6700,7.66,0.56,N,4,1
51,153000,Rent,2.0,Personal,D,25000,15.58,0.16,N,23,1
38,200000,Mortgage,0.0,Personal,B,20000,11.48,0.1,N,15,0
21,65000,Rent,0.0,Debtconsolidation,B,12000,11.71,0.18,N,4,0
23,73000,Rent,1.0,Personal,C,14000,13.11,0.19,N,2,0
37,14000,Rent,0.0,Debtconsolidation,B,2400,,0.17,N,11,1
23,64000,Rent,0.0,Personal,C,12000,13.16,0.19,N,2,0
29,32000,Mortgage,2.0,Venture,A,12000,7.88,0.38,N,6,0
24,53000,Rent,0.0,Education,B,6000,11.49,0.11,N,2,0
35,120000,Mortgage,4.0,Medical,B,8850,10.99,0.07,N,7,0
37,66150,Own,11.0,Personal,C,17000,12.73,0.26,N,17,0
26,24000,Rent,1.0,Homeimprovement,B,3625,11.11,0.15,N,4,1
22,48000,Rent,1.0,Personal,A,7750,7.74,0.16,N,2,0
23,120000,Rent,4.0,Medical,B,20000,10.37,0.17,N,4,0
25,73000,Rent,1.0,Education,A,12000,7.49,0.16,N,3,0
33,18000,Rent,0.0,Venture,C,2700,12.61,0.15,Y,9,0
22,100000,Rent,3.0,Debtconsolidation,A,1200,8.59,0.01,N,4,0
25,88000,Mortgage,7.0,Medical,B,11000,11.14,0.13,N,4,0
29,44000,Rent,0.0,Personal,B,15000,11.86,0.34,N,9,1
28,48000,Rent,4.0,Medical,D,3500,15.21,0.07,Y,10,0
23,48500,Rent,0.0,Debtconsolidation,B,4500,12.21,0.09,N,4,0
23,57744,Mortgage,7.0,Personal,B,2500,10.37,0.04,N,2,0
25,33168,Mortgage,9.0,Personal,C,6000,15.96,0.18,N,4,1
24,100000,Mortgage,8.0,Medical,A,5625,6.99,0.06,N,4,0
22,40000,Rent,0.0,Personal,A,4000,7.43,0.1,N,4,0
28,51850,Rent,12.0,Medical,F,15000,,0.25,N,9,1
39,100300,Rent,2.0,Medical,D,25000,15.7,0.21,Y,16,1
29,35000,Own,,Homeimprovement,A,8300,7.9,0.24,N,7,0
27,44400,Rent,7.0,Venture,B,7000,10.0,0.16,N,6,0
25,37980,Mortgage,7.0,Personal,A,3500,6.03,0.09,N,3,0
29,105000,Mortgage,4.0,Venture,A,12000,6.62,0.11,N,7,0
41,4000,Rent,0.0,Medical,C,2000,13.22,0.5,Y,15,1
24,42200,Rent,5.0,Debtconsolidation,A,4450,9.32,0.11,N,4,0
27,58800,Mortgage,0.0,Education,C,9800,13.22,0.17,Y,9,0
22,45000,Own,6.0,Education,A,4750,6.39,0.11,N,4,0
29,200004,Mortgage,0.0,Debtconsolidation,B,19000,11.83,0.09,N,7,0
26,48000,Mortgage,10.0,Homeimprovement,A,4000,5.42,0.08,N,2,0
21,30000,Rent,0.0,Medical,B,1000,10.99,0.03,N,2,0
25,57000,Own,9.0,Medical,B,12000,10.59,0.21,N,3,0
37,65000,Rent,7.0,Homeimprovement,C,12000,13.98,0.18,N,12,0
26,47000,Rent,1.0,Education,A,5000,7.14,0.11,N,4,0
25,120000,Rent,6.0,Medical,B,25000,10.74,0.21,N,2,0
38,32560,Own,8.0,Personal,A,6000,8.94,0.18,N,16,0
22,64000,Mortgage,5.0,Venture,B,6000,10.99,0.09,N,3,0
35,170000,Mortgage,6.0,Education,A,6500,7.49,0.04,N,10,0
32,32004,Rent,16.0,Medical,B,4000,11.49,0.12,N,10,0
40,95892,Own,19.0,Medical,B,15000,12.18,0.16,N,14,0
25,36000,Mortgage,3.0,Medical,A,5300,7.49,0.15,N,3,0
35,59000,Rent,5.0,Personal,C,10000,13.49,0.17,Y,10,1
24,28800,Own,8.0,Venture,B,6000,10.74,0.21,N,2,0
29,150000,Rent,9.0,Personal,E,15000,16.32,0.1,N,9,0
21,44000,Rent,0.0,Personal,D,5500,15.28,0.13,N,3,1
27,137720,Mortgage,6.0,Debtconsolidation,A,13000,7.14,0.09,N,9,0
22,20400,Rent,2.0,Education,A,5800,8.94,0.28,N,4,0
22,60000,Mortgage,6.0,Debtconsolidation,A,17500,7.88,0.29,N,2,0
27,71000,Rent,11.0,Education,C,8400,12.61,0.12,Y,10,0
28,67000,Rent,,Education,A,12000,,0.18,N,7,0
23,50205,Mortgage,7.0,Debtconsolidation,A,5300,5.42,0.11,N,4,0
23,61000,Rent,3.0,Venture,C,8000,13.22,0.13,Y,2,0
25,36996,Rent,4.0,Medical,B,4200,11.11,0.11,N,3,0
22,26004,Mortgage,4.0,Education,A,5000,7.49,0.19,N,2,0
21,34500,Rent,5.0,Education,A,10500,8.49,0.3,N,3,1
30,30000,Rent,14.0,Medical,C,12800,14.79,0.43,Y,9,1
21,32868,Own,2.0,Venture,C,2500,13.61,0.08,Y,3,0
36,99500,Own,5.0,Venture,A,4000,7.74,0.04,N,16,0
38,17108,Mortgage,7.0,Education,A,4375,7.51,0.26,N,17,1
23,48000,Rent,6.0,Education,A,7000,8.94,0.15,N,3,0
22,54000,Rent,2.0,Debtconsolidation,B,12000,10.99,0.22,N,2,0
22,60000,Rent,6.0,Medical,C,15000,13.35,0.25,Y,3,0
22,60000,Rent,0.0,Education,C,12000,13.47,0.2,Y,3,0
37,45000,Rent,0.0,Debtconsolidation,A,8000,9.63,0.18,N,14,0
22,78000,Mortgage,6.0,Education,B,18000,10.99,0.23,N,3,0
27,102500,Mortgage,0.0,Debtconsolidation,B,9000,11.49,0.09,N,6,0
24,95000,Own,4.0,Personal,C,10000,15.23,0.11,N,4,0
24,80000,Rent,5.0,Medical,B,12000,12.69,0.15,N,2,0
25,79000,Own,3.0,Venture,A,14000,6.92,0.18,N,2,0
25,60000,Rent,9.0,Education,A,12000,7.9,0.2,N,2,0
27,94500,Mortgage,2.0,Personal,C,10000,14.26,0.11,N,5,0
23,92700,Mortgage,2.0,Venture,B,25000,10.99,0.27,N,4,0
22,100000,Mortgage,7.0,Education,A,20000,6.91,0.2,N,4,0
36,25000,Rent,2.0,Personal,B,6200,9.91,0.25,N,14,1
28,100000,Rent,10.0,Homeimprovement,C,14400,13.85,0.14,N,9,0
28,66920,Rent,12.0,Debtconsolidation,C,5000,14.26,0.07,Y,8,0
26,83300,Mortgage,0.0,Medical,D,28000,15.62,0.29,Y,2,1
24,132652,Mortgage,8.0,Medical,A,28000,8.49,0.21,N,3,0
25,69000,Mortgage,4.0,Education,C,4500,14.65,0.07,Y,2,1
23,51000,Rent,1.0,Medical,A,7000,6.99,0.14,N,3,0
28,160000,Mortgage,4.0,Debtconsolidation,B,34000,9.91,0.21,N,7,0
26,70000,Mortgage,6.0,Homeimprovement,B,12000,11.26,0.17,N,4,0
40,30000,Rent,2.0,Venture,B,10625,,0.35,N,13,1
35,80004,Mortgage,0.0,Debtconsolidation,B,14400,10.95,0.18,N,5,0
26,107900,Mortgage,10.0,Medical,A,16500,8.94,0.15,N,3,0
31,30000,Rent,2.0,Personal,B,3000,10.95,0.1,N,8,0
22,54000,Rent,6.0,Venture,A,12000,8.49,0.22,N,4,0
30,65000,Rent,11.0,Personal,D,12800,15.2,0.2,N,6,0
37,7200,Rent,0.0,Venture,B,1000,11.14,0.14,N,13,0
38,38000,Rent,3.0,Debtconsolidation,A,10000,8.59,0.26,N,15,0
36,50000,Rent,4.0,Personal,D,8000,17.49,0.16,Y,14,0
26,43000,Rent,,Personal,A,2125,8.9,0.05,N,3,0
31,50000,Rent,1.0,Medical,B,10000,12.69,0.2,N,8,0
28,245000,Mortgage,0.0,Personal,E,18000,17.39,0.07,Y,9,0
45,110000,Mortgage,5.0,Personal,B,20000,11.11,0.18,N,16,0
21,18000,Rent,2.0,Personal,B,4500,10.38,0.25,N,2,1
27,57800,Mortgage,11.0,Medical,D,16000,16.29,0.24,N,8,1
30,180000,Mortgage,14.0,Debtconsolidation,B,20000,11.48,0.11,N,8,0
24,52000,Rent,2.0,Debtconsolidation,B,10000,9.91,0.19,N,2,0
29,60000,Mortgage,8.0,Homeimprovement,D,16000,14.96,0.27,Y,6,0
58,49000,Mortgage,34.0,Medical,D,7500,13.55,0.15,Y,24,1
28,35600,Rent,3.0,Education,A,4000,7.49,0.11,N,6,0
22,32400,Mortgage,6.0,Education,A,3625,6.92,0.11,N,3,0
24,44000,Rent,1.0,Venture,D,10000,,0.23,Y,3,1
22,69500,Mortgage,6.0,Medical,C,6000,13.48,0.09,N,3,0
22,38000,Mortgage,6.0,Debtconsolidation,A,4500,5.79,0.12,N,3,0
27,75670,Mortgage,0.0,Medical,A,10000,8.94,0.13,N,10,0
23,14400,Own,2.0,Homeimprovement,E,4000,16.7,0.28,N,2,1
23,65000,Mortgage,7.0,Education,B,5125,10.71,0.08,N,4,0
41,21000,Rent,1.0,Medical,A,5500,5.79,0.26,N,14,0
26,38244,Mortgage,6.0,Debtconsolidation,A,18000,9.63,0.47,N,3,0
25,50000,Rent,6.0,Venture,A,8000,7.9,0.16,N,4,0
22,24996,Rent,4.0,Personal,C,5300,15.23,0.21,Y,4,0
32,120000,Mortgage,9.0,Venture,A,8000,7.51,0.07,N,7,0
22,69000,Mortgage,6.0,Personal,C,7800,12.41,0.11,N,4,0
37,185000,Mortgage,15.0,Venture,B,4000,10.0,0.02,N,11,0
25,38000,Mortgage,9.0,Homeimprovement,A,9000,6.99,0.24,N,4,0
31,50000,Rent,8.0,Debtconsolidation,A,6500,9.38,0.13,N,5,0
21,32400,Mortgage,3.0,Personal,C,1750,13.61,0.05,Y,4,1
24,36996,Mortgage,7.0,Personal,D,7800,,0.21,Y,3,0
21,42000,Rent,5.0,Education,D,13000,15.31,0.31,N,3,1
24,45000,Rent,5.0,Education,B,6000,,0.13,N,3,0
23,65000,Mortgage,3.0,Medical,A,7000,7.9,0.11,N,4,0
29,100000,Mortgage,0.0,Education,C,12025,13.49,0.12,N,9,0
25,60000,Mortgage,5.0,Homeimprovement,C,8000,14.27,0.13,N,3,1
33,41196,Own,0.0,Venture,C,3300,12.99,0.08,N,7,0
24,65000,Mortgage,5.0,Venture,A,8000,7.51,0.12,N,4,0
39,35000,Own,2.0,Personal,A,6800,8.49,0.19,N,15,0
22,44004,Rent,2.0,Debtconsolidation,A,5000,8.9,0.11,N,3,0
30,144000,Mortgage,7.0,Medical,A,6000,8.49,0.04,N,8,0
32,12000,Rent,3.0,Medical,C,900,10.28,0.07,N,5,1
24,54000,Mortgage,8.0,Venture,D,1500,14.42,0.03,Y,2,1
32,150000,Mortgage,17.0,Venture,C,12000,12.99,0.08,Y,9,0
23,23136,Rent,,Education,A,4800,6.17,0.21,N,2,0
24,26000,Rent,5.0,Venture,C,12000,14.26,0.46,N,3,1
23,30000,Rent,0.0,Venture,A,3600,6.17,0.12,N,2,0
31,40000,Rent,9.0,Venture,A,1600,,0.04,N,8,0
24,45000,Mortgage,0.0,Venture,C,10625,14.27,0.24,Y,2,1
28,74000,Own,12.0,Venture,D,5450,12.67,0.07,Y,6,0
22,60000,Own,0.0,Venture,A,13250,7.9,0.22,N,3,0
29,21996,Rent,6.0,Debtconsolidation,D,8500,14.11,0.39,Y,7,1
22,85000,Mortgage,0.0,Education,C,20000,13.49,0.24,Y,2,0
24,52000,Rent,7.0,Personal,A,12000,7.51,0.23,N,3,0
39,65000,Mortgage,3.0,Education,D,6000,15.62,0.09,Y,14,0
31,36000,Rent,4.0,Medical,D,10000,14.42,0.28,Y,9,0
27,99996,Mortgage,0.0,Venture,C,3000,12.84,0.03,N,10,0
25,17600,Rent,,Personal,C,4500,13.99,0.26,N,2,1
23,68000,Mortgage,7.0,Personal,A,12000,5.42,0.18,N,4,0
26,120000,Mortgage,,Venture,B,25000,12.69,0.21,N,2,0
38,140000,Mortgage,13.0,Homeimprovement,D,10000,15.62,0.07,N,11,0
22,40000,Mortgage,5.0,Debtconsolidation,C,12000,13.49,0.3,N,2,0
34,35000,Rent,2.0,Personal,B,15000,10.99,0.43,N,10,1
23,96000,Rent,7.0,Education,B,10000,10.65,0.1,N,3,0
24,72000,Rent,5.0,Homeimprovement,B,8000,10.0,0.11,N,2,0
32,61200,Mortgage,,Homeimprovement,A,15000,6.99,0.25,N,10,0
25,60000,Rent,9.0,Personal,A,2500,8.63,0.04,N,3,0
25,80400,Mortgage,10.0,Venture,D,25000,17.49,0.31,Y,4,0
29,162480,Mortgage,2.0,Personal,B,25000,12.42,0.15,N,10,0
28,125000,Mortgage,0.0,Venture,A,7500,7.49,0.06,N,7,0
34,87600,Mortgage,15.0,Education,A,15000,8.49,0.17,N,6,0
25,31417,Mortgage,4.0,Education,B,7000,10.36,0.22,N,3,1
28,36000,Rent,3.0,Medical,D,9600,14.61,0.27,Y,10,1
31,325000,Mortgage,4.0,Medical,A,10000,5.99,0.03,N,7,0
24,67524,Mortgage,4.0,Personal,B,10000,9.99,0.15,N,2,1
24,40000,Mortgage,8.0,Debtconsolidation,A,4000,7.14,0.1,N,4,0
26,32000,Rent,2.0,Medical,C,6500,14.22,0.2,Y,2,0
27,63000,Mortgage,9.0,Debtconsolidation,B,4500,8.88,0.07,N,7,0
29,99000,Rent,3.0,Personal,C,8000,12.99,0.08,Y,8,0
28,48000,Rent,7.0,Personal,C,4000,14.35,0.08,N,10,0
26,74500,Mortgage,10.0,Debtconsolidation,B,8000,9.88,0.11,N,3,0
40,44000,Rent,9.0,Medical,A,6200,5.42,0.14,N,17,0
29,80000,Rent,2.0,Medical,B,30000,12.42,0.38,N,9,1
21,35000,Own,2.0,Medical,A,11000,7.88,0.31,N,2,0
24,58000,Rent,3.0,Venture,C,6000,12.87,0.1,Y,2,0
37,155000,Mortgage,11.0,Homeimprovement,A,20000,6.54,0.13,N,15,0
48,62000,Rent,10.0,Education,B,14000,12.69,0.23,N,12,0
28,24000,Mortgage,2.0,Personal,A,1500,7.14,0.06,N,6,0
29,128000,Rent,0.0,Education,A,15000,9.63,0.12,N,9,1
26,168000,Rent,1.0,Venture,B,20000,11.36,0.12,N,4,0
22,38400,Mortgage,,Personal,B,5000,11.49,0.13,N,3,0
26,160000,Rent,3.0,Homeimprovement,B,20000,9.99,0.13,N,3,0
22,48000,Mortgage,7.0,Education,B,6500,10.62,0.14,N,2,0
22,34000,Mortgage,6.0,Medical,B,4500,11.71,0.13,N,2,1
24,100000,Own,4.0,Medical,A,6000,8.9,0.06,N,2,0
23,74000,Rent,3.0,Medical,B,25000,10.36,0.34,N,3,1
23,58000,Rent,1.0,Medical,B,12800,12.42,0.22,N,2,0
33,72000,Mortgage,6.0,Venture,A,4250,5.42,0.06,N,5,0
23,60000,Mortgage,7.0,Medical,A,3000,8.9,0.05,N,4,0
23,55000,Rent,2.0,Personal,B,8000,10.65,0.15,N,2,0
24,74000,Own,8.0,Debtconsolidation,G,35000,20.11,0.47,N,3,1
29,20000,Own,1.0,Education,A,5000,5.79,0.25,N,7,0
30,111000,Rent,3.0,Venture,C,15450,10.91,0.14,Y,7,0
25,28800,Rent,1.0,Venture,E,6000,17.04,0.21,Y,4,1
26,78000,Mortgage,8.0,Personal,C,12000,13.43,0.15,N,4,0
23,85000,Rent,2.0,Medical,B,9600,10.99,0.11,N,4,0
29,60000,Rent,0.0,Medical,C,5000,14.22,0.08,N,9,1
22,53808,Mortgage,5.0,Venture,A,6000,8.9,0.11,N,2,0
46,104000,Mortgage,1.0,Education,E,30000,18.39,0.29,N,15,1
25,155000,Mortgage,9.0,Medical,A,18000,7.51,0.12,N,2,0
26,43200,Own,1.0,Education,C,17000,13.49,0.39,Y,2,0
24,60000,Rent,4.0,Education,B,12500,11.49,0.21,N,2,0
22,39000,Mortgage,6.0,Education,A,7000,8.94,0.18,N,3,1
30,42000,Own,7.0,Education,A,1200,6.62,0.03,N,8,0
22,18000,Rent,1.0,Education,B,7000,10.65,0.39,N,3,1
28,40000,Mortgage,12.0,Homeimprovement,A,15000,5.99,0.38,N,9,0
29,32400,Mortgage,0.0,Debtconsolidation,C,4000,12.98,0.12,Y,6,0
24,45000,Mortgage,4.0,Medical,A,1500,,0.03,N,2,0
25,120000,Rent,2.0,Venture,A,32000,6.62,0.27,N,2,0
31,33000,Rent,2.0,Venture,A,7000,8.9,0.21,N,10,0
