Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status,is_eligible,age_employment_ratio,income_per_credit_year
24.0,40000.0,Mortgage,3.0,Venture,B,10500.0,11.36,0.26,N,4.0,False,True,0.125,10000.0
23.0,26400.0,Rent,7.0,Education,A,3800.0,7.9,0.14,N,2.0,False,True,0.30434782608695654,13200.0
21.0,87547.0,Mortgage,2.0,Education,A,12000.0,5.99,0.14,N,2.0,False,True,0.09523809523809523,43773.5
42.0,150000.0,Rent,19.0,Medical,C,18400.0,13.408,0.12,N,17.0,False,True,0.4523809523809524,8823.529411764706
23.0,74000.0,Rent,1.0,Venture,D,15000.0,15.65,0.2,N,2.0,True,True,0.043478260869565216,37000.0
27.0,80000.0,Mortgage,4.0,Medical,A,15000.0,6.54,0.19,N,8.0,False,True,0.14814814814814814,10000.0
21.0,44000.0,Rent,5.0,Venture,D,8000.0,16.29,0.18,N,3.0,True,True,0.23809523809523808,14666.666666666666
23.0,70000.0,Mortgage,7.0,Venture,A,3500.0,6.03,0.05,N,3.0,False,True,0.30434782608695654,23333.333333333332
31.0,28452.0,Rent,4.0,Personal,B,1500.0,11.11,0.05,N,5.0,False,True,0.12903225806451613,5690.4
25.0,58000.0,Rent,9.0,Medical,B,19900.0,11.83,0.34,N,4.0,True,True,0.36,14500.0
32.0,47500.0,Rent,2.0,Medical,B,5300.0,11.49,0.11,N,8.0,False,True,0.0625,5937.5
23.0,122004.0,Mortgage,7.0,Education,B,11200.0,10.99,0.09,N,3.0,False,True,0.30434782608695654,40668.0
24.0,23000.0,Rent,2.0,Education,C,1600.0,9.952000000000002,0.07,Y,2.0,False,True,0.08333333333333333,11500.0
26.0,126000.0,Mortgage,4.0,Debtconsolidation,C,7500.0,13.92,0.06,N,2.0,False,True,0.15384615384615385,63000.0
22.0,81600.0,Mortgage,6.0,Personal,A,1300.0,6.39,0.02,N,3.0,False,True,0.2727272727272727,27200.0
32.0,36000.0,Own,3.0,Education,B,5000.0,10.0,0.14,N,6.0,False,True,0.09375,6000.0
26.0,59497.0,Own,2.0,Medical,E,7000.0,17.88,0.12,N,2.0,True,True,0.07692307692307693,29748.5
23.0,51036.0,Mortgage,7.0,Education,C,15000.0,13.16,0.29,N,4.0,False,True,0.30434782608695654,12759.0
24.0,40000.0,Mortgage,2.0,Homeimprovement,B,2500.0,9.99,0.06,N,2.0,False,True,0.08333333333333333,20000.0
22.0,35000.0,Mortgage,6.0,Education,A,8000.0,5.79,0.23,N,4.0,False,True,0.2727272727272727,8750.0
36.0,55500.0,Mortgage,15.0,Education,B,7875.0,11.99,0.14,N,12.0,False,True,0.4166666666666667,4625.0
42.0,13200.0,Rent,4.0,Debtconsolidation,C,2500.0,15.824000000000002,0.19,Y,14.0,True,True,0.09523809523809523,942.8571428571429
21.0,34500.0,Rent,2.0,Homeimprovement,D,11500.0,15.31,0.33,N,2.0,True,True,0.09523809523809523,17250.0
21.0,38000.0,Own,5.0,Education,B,14000.0,11.12,0.37,N,3.0,False,True,0.23809523809523808,12666.666666666666
27.0,42000.0,Rent,1.0,Personal,B,3000.0,11.83,0.07,N,9.0,False,True,0.037037037037037035,4666.666666666667
25.0,115000.0,Mortgage,3.0,Education,A,7600.0,6.99,0.07,N,4.0,False,True,0.12,28750.0
22.0,40000.0,Own,0.0,Venture,C,6400.0,14.22,0.16,Y,2.0,False,True,0.0,20000.0
22.0,92700.0,Mortgage,1.0,Venture,A,9250.0,7.9,0.1,N,3.0,False,True,0.045454545454545456,30900.0
23.0,55000.0,Rent,7.0,Medical,B,4200.0,9.91,0.08,N,3.0,False,True,0.30434782608695654,18333.333333333332
24.0,79992.0,Rent,0.0,Debtconsolidation,B,7500.0,10.71,0.09,N,4.0,False,True,0.0,19998.0
22.0,38117.0,Mortgage,0.0,Personal,B,13500.0,11.83,0.35,N,4.0,False,True,0.0,9529.25
23.0,80000.0,Mortgage,3.0,Venture,A,5500.0,5.42,0.07,N,2.0,False,True,0.13043478260869565,40000.0
24.0,36000.0,Rent,1.0,Medical,A,7000.0,6.03,0.19,N,3.0,False,True,0.041666666666666664,12000.0
33.0,22800.0,Rent,0.0,Medical,A,2000.0,8.49,0.09,N,10.0,False,True,0.0,2280.0
31.0,33000.0,Own,6.0,Debtconsolidation,D,5000.0,14.96,0.15,N,6.0,False,True,0.1935483870967742,5500.0
24.0,42000.0,Rent,0.0,Venture,B,15000.0,11.58,0.36,N,4.0,True,True,0.0,10500.0
23.0,120000.0,Mortgage,4.0,Personal,A,10000.0,8.744,0.08,N,2.0,False,True,0.17391304347826086,60000.0
21.0,58800.0,Mortgage,5.0,Education,D,25000.0,14.09,0.43,N,2.0,False,True,0.23809523809523808,29400.0
29.0,125000.0,Mortgage,0.0,Homeimprovement,C,10000.0,14.35,0.08,Y,9.0,False,True,0.0,13888.888888888889
26.0,67000.0,Mortgage,1.0,Venture,A,28000.0,7.51,0.42,N,2.0,False,True,0.038461538461538464,33500.0
32.0,225000.0,Mortgage,16.0,Personal,B,25000.0,11.83,0.11,N,10.0,False,True,0.5,22500.0
26.0,45000.0,Mortgage,10.0,Homeimprovement,A,8000.0,6.99,0.18,N,2.0,False,True,0.38461538461538464,22500.0
29.0,30000.0,Rent,3.0,Debtconsolidation,C,3000.0,10.214,0.1,Y,6.0,True,True,0.10344827586206896,5000.0
41.0,43439.0,Rent,4.0,Medical,C,15000.0,12.73,0.35,N,15.0,True,True,0.0975609756097561,2895.9333333333334
22.0,100000.0,Mortgage,0.0,Debtconsolidation,B,20000.0,11.83,0.2,N,2.0,False,True,0.0,50000.0
27.0,39000.0,Rent,4.0,Debtconsolidation,B,7200.0,10.65,0.18,N,5.0,True,True,0.14814814814814814,7800.0
45.0,43800.0,Rent,0.0,Education,B,5000.0,14.644,0.11,N,14.0,True,True,0.0,3128.5714285714284
26.0,45000.0,Rent,5.0,Education,D,8000.0,18.25,0.18,N,2.0,False,True,0.19230769230769232,22500.0
21.0,55000.0,Rent,5.0,Venture,B,12000.0,10.62,0.22,N,2.0,False,True,0.23809523809523808,27500.0
22.0,40000.0,Own,0.0,Education,B,6000.0,11.48,0.15,N,4.0,False,True,0.0,10000.0
29.0,91560.0,Mortgage,8.0,Debtconsolidation,A,22000.0,6.91,0.24,N,8.0,False,True,0.27586206896551724,11445.0
22.0,65000.0,Mortgage,6.0,Venture,A,17000.0,8.94,0.26,N,2.0,False,True,0.2727272727272727,32500.0
23.0,71496.0,Rent,7.0,Education,A,10000.0,7.51,0.14,N,2.0,False,True,0.30434782608695654,35748.0
24.0,69000.0,Mortgage,9.0,Debtconsolidation,B,3000.0,11.11,0.04,N,2.0,False,True,0.375,34500.0
23.0,30000.0,Rent,7.0,Education,B,3600.0,9.7,0.12,N,3.0,False,True,0.30434782608695654,10000.0
33.0,45000.0,Rent,2.0,Education,A,9600.0,8.49,0.21,N,5.0,False,True,0.06060606060606061,9000.0
39.0,36000.0,Rent,3.0,Medical,A,5000.0,10.05,0.14,N,16.0,False,True,0.07692307692307693,2250.0
24.0,55000.0,Mortgage,1.0,Medical,B,5225.0,9.91,0.1,N,4.0,False,True,0.041666666666666664,13750.0
23.0,105504.0,Rent,5.0,Venture,E,15000.0,15.95,0.14,Y,3.0,False,True,0.21739130434782608,35168.0
22.0,91800.0,Mortgage,0.0,Medical,D,16800.0,15.62,0.18,Y,4.0,True,True,0.0,22950.0
34.0,39000.0,Rent,5.0,Homeimprovement,B,7200.0,11.71,0.18,N,5.0,True,True,0.14705882352941177,7800.0
26.0,95000.0,Mortgage,1.0,Venture,B,15000.0,10.37,0.16,N,4.0,False,True,0.038461538461538464,23750.0
26.0,53000.0,Own,8.0,Personal,B,16000.0,10.25,0.3,N,2.0,False,True,0.3076923076923077,26500.0
28.0,33000.0,Own,1.0,Personal,D,7500.0,15.31,0.23,N,10.0,False,True,0.03571428571428571,3300.0
24.0,32000.0,Rent,1.0,Homeimprovement,C,6000.0,13.49,0.19,N,3.0,True,True,0.041666666666666664,10666.666666666666
34.0,72960.0,Mortgage,1.0,Medical,B,11000.0,12.21,0.15,N,8.0,False,True,0.029411764705882353,9120.0
27.0,168000.0,Mortgage,5.0,Debtconsolidation,F,24000.0,17.26,0.14,N,9.0,True,True,0.18518518518518517,18666.666666666668
28.0,32468.0,Mortgage,12.0,Venture,A,6000.0,7.51,0.18,N,5.0,False,True,0.42857142857142855,6493.6
22.0,60000.0,Rent,0.0,Debtconsolidation,A,13000.0,8.94,0.22,N,2.0,False,True,0.0,30000.0
22.0,91000.0,Rent,6.0,Medical,A,8000.0,6.92,0.09,N,4.0,False,True,0.2727272727272727,22750.0
30.0,50000.0,Mortgage,0.0,Education,D,10000.0,16.89,0.2,N,10.0,False,True,0.0,5000.0
30.0,96000.0,Mortgage,7.0,Personal,B,6000.0,11.49,0.06,N,6.0,False,True,0.23333333333333334,16000.0
26.0,69846.0,Rent,2.0,Education,F,22500.0,18.99,0.32,Y,2.0,True,True,0.07692307692307693,34923.0
31.0,30000.0,Rent,0.0,Homeimprovement,D,5500.0,15.21,0.18,Y,7.0,True,True,0.0,4285.714285714285
25.0,25000.0,Rent,1.0,Education,C,5200.0,12.53,0.21,Y,3.0,False,True,0.04,8333.333333333334
22.0,21600.0,Rent,2.0,Education,C,3000.0,13.49,0.14,N,3.0,False,True,0.09090909090909091,7200.0
25.0,90000.0,Rent,9.0,Medical,B,25000.0,10.99,0.28,N,4.0,False,True,0.36,22500.0
21.0,20400.0,Own,2.0,Education,C,1275.0,15.23,0.06,Y,3.0,False,True,0.09523809523809523,6800.0
26.0,92000.0,Rent,0.0,Venture,D,6000.0,15.58,0.07,N,3.0,True,True,0.0,30666.666666666668
22.0,47004.0,Rent,2.0,Venture,A,5550.0,7.49,0.12,N,4.0,False,True,0.09090909090909091,11751.0
44.0,108000.0,Mortgage,12.0,Homeimprovement,B,10000.0,11.11,0.09,N,11.0,False,True,0.2727272727272727,9818.181818181818
31.0,59534.0,Rent,5.0,Personal,D,15000.0,15.21,0.25,Y,10.0,False,True,0.16129032258064516,5953.4
23.0,30996.0,Own,2.0,Venture,B,5000.0,11.86,0.16,N,2.0,False,True,0.08695652173913043,15498.0
23.0,63000.0,Rent,7.0,Education,C,2500.0,14.72,0.04,N,2.0,False,True,0.30434782608695654,31500.0
22.0,30000.0,Own,6.0,Education,A,2500.0,7.29,0.08,N,3.0,False,True,0.2727272727272727,10000.0
22.0,31200.0,Mortgage,3.0,Venture,B,3200.0,10.99,0.1,N,2.0,False,True,0.13636363636363635,15600.0
36.0,73000.0,Rent,3.0,Personal,B,4000.0,11.12,0.05,N,16.0,False,True,0.08333333333333333,4562.5
27.0,140000.0,Own,8.0,Personal,D,28000.0,15.65,0.2,N,5.0,False,True,0.2962962962962963,28000.0
22.0,34000.0,Rent,2.0,Debtconsolidation,B,8000.0,9.91,0.24,N,4.0,False,True,0.09090909090909091,8500.0
27.0,80000.0,Mortgage,5.0,Venture,C,28000.0,12.824000000000002,0.35,N,8.0,False,True,0.18518518518518517,10000.0
31.0,50000.0,Mortgage,7.0,Debtconsolidation,A,4800.0,6.03,0.1,N,7.0,False,True,0.22580645161290322,7142.857142857143
33.0,96000.0,Mortgage,0.0,Debtconsolidation,C,8000.0,13.72,0.08,N,5.0,False,True,0.0,19200.0
22.0,80000.0,Rent,1.0,Education,B,18000.0,10.99,0.22,N,4.0,False,True,0.045454545454545456,20000.0
30.0,75000.0,Rent,5.0,Homeimprovement,B,22000.0,10.62,0.29,N,10.0,False,True,0.16666666666666666,7500.0
24.0,90000.0,Rent,2.0,Education,B,11000.0,11.14,0.12,N,3.0,False,True,0.08333333333333333,30000.0
23.0,66215.0,Rent,1.0,Medical,D,25000.0,15.37,0.38,Y,2.0,True,True,0.043478260869565216,33107.5
29.0,163000.0,Rent,4.0,Venture,D,4000.0,16.29,0.02,N,6.0,True,True,0.13793103448275862,27166.666666666668
34.0,75000.0,Rent,2.0,Venture,A,12000.0,7.29,0.16,N,8.0,False,True,0.058823529411764705,9375.0
25.0,25000.0,Rent,5.0,Homeimprovement,B,3450.0,11.99,0.14,N,4.0,True,True,0.2,6250.0
29.0,48000.0,Mortgage,6.0,Debtconsolidation,C,15000.0,13.98,0.31,N,10.0,False,True,0.20689655172413793,4800.0
28.0,36000.0,Mortgage,1.0,Personal,D,1400.0,15.37,0.04,Y,9.0,False,True,0.03571428571428571,4000.0
28.0,75000.0,Mortgage,12.0,Venture,C,15250.0,11.34,0.2,N,5.0,False,True,0.42857142857142855,15000.0
25.0,77650.0,Rent,8.0,Personal,B,22000.0,11.48,0.28,N,3.0,True,True,0.32,25883.333333333332
31.0,75000.0,Mortgage,8.0,Venture,B,15600.0,11.83,0.21,N,5.0,False,True,0.25806451612903225,15000.0
34.0,42000.0,Mortgage,7.0,Medical,B,7500.0,11.11,0.18,N,7.0,False,True,0.20588235294117646,6000.0
24.0,46000.0,Rent,0.0,Education,D,5975.0,14.46,0.13,Y,2.0,True,True,0.0,23000.0
23.0,27600.0,Rent,2.0,Debtconsolidation,C,2000.0,13.99,0.07,N,3.0,True,True,0.08695652173913043,9200.0
33.0,48000.0,Mortgage,17.0,Venture,A,7000.0,6.62,0.15,N,8.0,False,True,0.5151515151515151,6000.0
31.0,123000.0,Mortgage,7.0,Medical,A,15000.0,6.91,0.12,N,7.0,False,True,0.22580645161290322,17571.428571428572
33.0,62000.0,Rent,1.0,Personal,A,3000.0,6.99,0.05,N,9.0,False,True,0.030303030303030304,6888.888888888889
23.0,54000.0,Rent,7.0,Education,D,2500.0,16.32,0.05,Y,2.0,False,True,0.30434782608695654,27000.0
26.0,70000.0,Rent,0.0,Education,A,12000.0,5.99,0.17,N,4.0,False,True,0.0,17500.0
21.0,72000.0,Rent,1.0,Education,C,7500.0,13.22,0.1,N,3.0,False,True,0.047619047619047616,24000.0
34.0,80000.0,Mortgage,4.0,Homeimprovement,B,11000.0,10.99,0.14,N,6.0,False,True,0.11764705882352941,13333.333333333334
41.0,37000.0,Mortgage,3.0,Venture,C,6000.0,12.99,0.16,N,11.0,False,True,0.07317073170731707,3363.6363636363635
42.0,48000.0,Mortgage,26.0,Medical,A,6500.0,7.29,0.14,N,11.0,False,True,0.6190476190476191,4363.636363636364
30.0,70000.0,Mortgage,15.0,Debtconsolidation,B,10000.0,10.75,0.14,N,6.0,False,True,0.5,11666.666666666666
29.0,30996.0,Rent,0.0,Debtconsolidation,B,18000.0,10.75,0.58,N,7.0,True,True,0.0,4428.0
24.0,57100.0,Rent,3.0,Venture,C,6625.0,11.22,0.12,Y,4.0,False,True,0.125,14275.0
29.0,100000.0,Rent,4.0,Venture,A,10000.0,9.63,0.1,N,9.0,False,True,0.13793103448275862,11111.111111111111
28.0,112123.0,Rent,2.0,Venture,A,7200.0,8.59,0.06,N,9.0,False,True,0.07142857142857142,12458.111111111111
30.0,31500.0,Rent,0.0,Medical,C,12250.0,13.85,0.39,N,5.0,True,True,0.0,6300.0
28.0,60000.0,Rent,3.0,Education,B,3600.0,9.63,0.06,N,5.0,False,True,0.10714285714285714,12000.0
43.0,49578.0,Mortgage,11.0,Personal,C,16000.0,13.49,0.32,Y,13.0,False,True,0.2558139534883721,3813.6923076923076
35.0,28080.0,Rent,3.0,Debtconsolidation,C,9600.0,13.57,0.34,N,6.0,True,True,0.08571428571428572,4680.0
23.0,58000.0,Rent,4.0,Education,B,8000.0,10.37,0.14,N,4.0,False,True,0.17391304347826086,14500.0
22.0,68000.0,Rent,7.0,Personal,B,5000.0,9.99,0.07,N,3.0,False,True,0.3181818181818182,22666.666666666668
25.0,86000.0,Rent,9.0,Education,D,16000.0,16.29,0.19,Y,2.0,False,True,0.36,43000.0
25.0,77078.0,Mortgage,1.0,Debtconsolidation,B,3425.0,12.18,0.04,N,2.0,False,True,0.04,38539.0
22.0,42000.0,Rent,4.0,Medical,C,7000.0,13.61,0.17,N,2.0,False,True,0.18181818181818182,21000.0
26.0,120000.0,Mortgage,10.0,Medical,A,10000.0,5.42,0.08,N,2.0,False,True,0.38461538461538464,60000.0
23.0,85000.0,Mortgage,7.0,Education,A,5275.0,7.43,0.06,N,3.0,False,True,0.30434782608695654,28333.333333333332
37.0,52000.0,Mortgage,1.0,Venture,A,15000.0,13.91,0.29,N,14.0,False,True,0.02702702702702703,3714.285714285714
40.0,63996.0,Mortgage,8.0,Education,B,12000.0,10.25,0.19,N,12.0,False,True,0.2,5333.0
21.0,29000.0,Rent,6.0,Medical,C,11000.0,13.49,0.38,Y,2.0,True,True,0.2857142857142857,14500.0
35.0,84175.0,Rent,4.0,Education,A,7000.0,7.29,0.08,N,8.0,False,True,0.11428571428571428,10521.875
27.0,40000.0,Rent,0.0,Venture,D,8000.0,15.65,0.2,Y,6.0,True,True,0.0,6666.666666666667
28.0,54000.0,Rent,0.0,Education,C,4500.0,11.175999999999998,0.08,Y,8.0,True,True,0.0,6750.0
22.0,42000.0,Mortgage,6.0,Education,C,14750.0,12.99,0.35,N,4.0,False,True,0.2727272727272727,10500.0
21.0,88000.0,Mortgage,1.0,Personal,D,25000.0,14.83,0.28,N,4.0,True,True,0.047619047619047616,22000.0
21.0,26400.0,Rent,0.0,Debtconsolidation,C,3600.0,14.27,0.14,Y,3.0,False,True,0.0,8800.0
22.0,60000.0,Mortgage,6.0,Venture,A,6125.0,6.17,0.1,N,3.0,False,True,0.2727272727272727,20000.0
35.0,51000.0,Rent,8.0,Debtconsolidation,C,8000.0,13.11,0.16,Y,10.0,False,True,0.22857142857142856,5100.0
37.0,40000.0,Rent,0.0,Medical,B,12000.0,9.91,0.3,N,16.0,False,True,0.0,2500.0
21.0,55000.0,Rent,5.0,Medical,B,12000.0,10.62,0.22,N,2.0,False,True,0.23809523809523808,27500.0
22.0,72000.0,Mortgage,4.0,Personal,D,15000.0,16.32,0.21,Y,4.0,False,True,0.18181818181818182,18000.0
25.0,225000.0,Mortgage,4.0,Education,A,10575.0,6.99,0.05,N,2.0,False,True,0.16,112500.0
24.0,50000.0,Rent,4.0,Venture,A,18000.0,7.9,0.36,N,4.0,True,True,0.16666666666666666,12500.0
25.0,122000.0,Mortgage,1.0,Medical,A,10000.0,8.94,0.08,N,4.0,False,True,0.04,30500.0
22.0,43385.0,Rent,7.0,Personal,C,23000.0,13.242,0.53,N,3.0,True,True,0.3181818181818182,14461.666666666666
21.0,65000.0,Mortgage,2.0,Venture,B,8400.0,11.86,0.13,N,4.0,False,True,0.09523809523809523,16250.0
21.0,21000.0,Rent,2.0,Education,B,10000.0,11.71,0.48,N,2.0,True,True,0.09523809523809523,10500.0
21.0,45000.0,Rent,4.0,Medical,A,4000.0,7.9,0.09,N,3.0,False,True,0.19047619047619047,15000.0
22.0,50000.0,Mortgage,5.0,Venture,B,10000.0,10.36,0.2,N,3.0,False,True,0.22727272727272727,16666.666666666668
22.0,37000.0,Rent,4.0,Personal,B,5000.0,10.65,0.14,N,4.0,False,True,0.18181818181818182,9250.0
27.0,51000.0,Own,3.0,Homeimprovement,A,3500.0,7.88,0.07,N,5.0,False,True,0.1111111111111111,10200.0
23.0,33000.0,Own,5.0,Venture,B,3600.0,11.58,0.11,N,4.0,False,True,0.21739130434782608,8250.0
21.0,50000.0,Rent,1.0,Education,A,10000.0,6.03,0.2,N,4.0,False,True,0.047619047619047616,12500.0
23.0,81600.0,Mortgage,7.0,Venture,A,9000.0,7.49,0.11,N,3.0,False,True,0.30434782608695654,27200.0
23.0,48000.0,Rent,3.0,Medical,A,4800.0,5.42,0.1,N,3.0,False,True,0.13043478260869565,16000.0
27.0,48000.0,Rent,4.0,Medical,A,2800.0,7.49,0.06,N,5.0,False,True,0.14814814814814814,9600.0
40.0,167000.0,Rent,2.0,Venture,B,22000.0,10.99,0.13,N,13.0,False,True,0.05,12846.153846153846
26.0,57600.0,Rent,10.0,Homeimprovement,A,10000.0,6.62,0.17,N,4.0,False,True,0.38461538461538464,14400.0
29.0,120000.0,Mortgage,11.0,Venture,B,16000.0,12.42,0.13,N,9.0,False,True,0.3793103448275862,13333.333333333334
23.0,81600.0,Mortgage,7.0,Debtconsolidation,A,9000.0,7.49,0.11,N,4.0,False,True,0.30434782608695654,20400.0
28.0,25000.0,Rent,1.0,Venture,A,5000.0,7.51,0.2,N,9.0,False,True,0.03571428571428571,2777.777777777778
30.0,75000.0,Mortgage,11.0,Personal,B,5000.0,11.096,0.07,N,10.0,False,True,0.36666666666666664,7500.0
33.0,88000.0,Rent,3.0,Venture,D,9000.0,14.54,0.1,N,9.0,False,True,0.09090909090909091,9777.777777777777
25.0,70000.0,Own,4.0,Homeimprovement,D,12000.0,14.59,0.17,N,2.0,False,True,0.16,35000.0
27.0,51600.0,Mortgage,12.0,Medical,A,6000.0,8.9,0.12,N,9.0,False,True,0.4444444444444444,5733.333333333333
27.0,30996.0,Rent,1.0,Medical,D,2600.0,14.74,0.08,N,5.0,True,True,0.037037037037037035,6199.2
22.0,72000.0,Mortgage,3.0,Education,B,5000.0,8.492,0.07,N,3.0,False,True,0.13636363636363635,24000.0
27.0,40000.0,Rent,1.0,Venture,C,13000.0,13.48,0.32,N,7.0,True,True,0.037037037037037035,5714.285714285715
22.0,57996.0,Mortgage,4.0,Venture,A,21250.0,6.91,0.37,N,4.0,False,True,0.18181818181818182,14499.0
22.0,58000.0,Rent,6.0,Venture,B,12000.0,11.49,0.21,N,4.0,False,True,0.2727272727272727,14500.0
23.0,20000.0,Rent,0.0,Education,C,4100.0,13.49,0.2,N,4.0,False,True,0.0,5000.0
40.0,187000.0,Mortgage,0.0,Debtconsolidation,A,10000.0,7.9,0.05,N,17.0,False,True,0.0,11000.0
26.0,59500.0,Mortgage,9.0,Debtconsolidation,A,12000.0,6.62,0.2,N,4.0,False,True,0.34615384615384615,14875.0
28.0,46000.0,Rent,3.0,Medical,B,12000.0,12.934,0.26,N,8.0,False,True,0.10714285714285714,5750.0
33.0,100000.0,Mortgage,1.0,Education,B,25000.0,10.39,0.25,N,9.0,False,True,0.030303030303030304,11111.111111111111
22.0,15000.0,Rent,2.0,Venture,A,3000.0,7.51,0.2,N,4.0,True,True,0.09090909090909091,3750.0
35.0,38000.0,Mortgage,2.0,Medical,B,15000.0,10.99,0.39,N,5.0,False,True,0.05714285714285714,7600.0
24.0,63000.0,Mortgage,8.0,Venture,B,6300.0,11.49,0.1,N,4.0,False,True,0.3333333333333333,15750.0
22.0,24000.0,Own,4.0,Personal,C,4750.0,9.82,0.2,Y,3.0,False,True,0.18181818181818182,8000.0
25.0,48000.0,Mortgage,4.0,Homeimprovement,A,4500.0,5.42,0.09,N,2.0,False,True,0.16,24000.0
23.0,75000.0,Mortgage,5.0,Venture,A,12000.0,7.51,0.16,N,3.0,False,True,0.21739130434782608,25000.0
22.0,75000.0,Mortgage,6.0,Education,B,14950.0,9.91,0.2,N,4.0,False,True,0.2727272727272727,18750.0
25.0,132000.0,Rent,4.0,Homeimprovement,C,10000.0,12.84,0.08,Y,3.0,False,True,0.16,44000.0
26.0,31000.0,Mortgage,5.0,Education,B,4000.0,10.33,0.13,N,2.0,False,True,0.19230769230769232,15500.0
32.0,52000.0,Mortgage,3.0,Medical,C,10000.0,14.35,0.19,Y,8.0,False,True,0.09375,6500.0
28.0,34000.0,Rent,4.0,Personal,D,10000.0,14.74,0.29,N,9.0,False,True,0.14285714285714285,3777.777777777778
27.0,71000.0,Rent,9.0,Debtconsolidation,B,4200.0,8.936,0.06,N,5.0,False,True,0.3333333333333333,14200.0
40.0,60000.0,Rent,0.0,Debtconsolidation,B,6500.0,11.11,0.11,N,13.0,False,True,0.0,4615.384615384615
22.0,48000.0,Mortgage,7.0,Venture,B,6500.0,10.62,0.14,N,3.0,False,True,0.3181818181818182,16000.0
22.0,21600.0,Rent,3.0,Medical,B,8000.0,11.49,0.37,N,3.0,True,True,0.13636363636363635,7200.0
21.0,61464.0,Mortgage,5.0,Homeimprovement,C,4000.0,11.483999999999998,0.07,Y,2.0,True,True,0.23809523809523808,30732.0
30.0,225000.0,Mortgage,3.0,Homeimprovement,D,24000.0,14.96,0.11,Y,7.0,False,True,0.1,32142.85714285714
25.0,19200.0,Rent,2.0,Homeimprovement,C,6000.0,13.11,0.31,Y,2.0,True,True,0.08,9600.0
25.0,42000.0,Rent,2.0,Medical,B,6600.0,10.65,0.16,N,4.0,False,True,0.08,10500.0
28.0,44340.0,Mortgage,4.0,Personal,A,2600.0,7.14,0.06,N,6.0,True,True,0.14285714285714285,7390.0
24.0,30000.0,Rent,3.0,Medical,D,5300.0,15.28,0.18,Y,3.0,True,True,0.125,10000.0
27.0,32760.0,Rent,4.0,Personal,D,5000.0,15.21,0.15,Y,9.0,False,True,0.14814814814814814,3640.0
21.0,30000.0,Rent,1.0,Venture,D,2400.0,16.49,0.08,Y,2.0,True,True,0.047619047619047616,15000.0
22.0,54252.0,Mortgage,6.0,Personal,A,3500.0,6.39,0.06,N,4.0,False,True,0.2727272727272727,13563.0
22.0,42000.0,Mortgage,1.0,Education,A,13000.0,10.29,0.31,N,4.0,False,True,0.045454545454545456,10500.0
25.0,38400.0,Rent,0.0,Debtconsolidation,B,13000.0,10.74,0.34,N,3.0,True,True,0.0,12800.0
24.0,75000.0,Own,0.0,Personal,A,6675.0,6.54,0.09,N,3.0,False,True,0.0,25000.0
29.0,80004.0,Rent,12.0,Personal,B,2000.0,9.76,0.02,N,10.0,False,True,0.41379310344827586,8000.4
28.0,39500.0,Mortgage,11.0,Education,A,11000.0,7.14,0.28,N,8.0,False,True,0.39285714285714285,4937.5
27.0,68000.0,Mortgage,6.0,Education,C,2000.0,13.8,0.03,N,5.0,False,True,0.2222222222222222,13600.0
25.0,159996.0,Rent,4.0,Personal,D,5000.0,14.11,0.03,Y,4.0,False,True,0.16,39999.0
38.0,50000.0,Rent,8.0,Medical,C,20000.0,13.85,0.4,N,14.0,True,True,0.21052631578947367,3571.4285714285716
40.0,35820.0,Rent,0.0,Personal,B,3275.0,8.88,0.09,N,13.0,False,True,0.0,2755.3846153846152
25.0,107000.0,Rent,0.0,Venture,A,10000.0,8.38,0.09,N,3.0,False,True,0.0,35666.666666666664
26.0,82000.0,Mortgage,2.0,Personal,D,4500.0,15.05,0.05,Y,4.0,False,True,0.07692307692307693,20500.0
28.0,54000.0,Rent,2.0,Education,C,13000.0,15.23,0.24,N,9.0,True,True,0.07142857142857142,6000.0
36.0,14400.0,Rent,0.0,Education,E,5500.0,17.56,0.38,N,11.0,True,True,0.0,1309.090909090909
25.0,50000.0,Mortgage,9.0,Education,A,6400.0,8.32,0.13,N,3.0,False,True,0.36,16666.666666666668
25.0,44966.0,Rent,3.0,Medical,A,10025.0,5.42,0.22,N,4.0,False,True,0.12,11241.5
27.0,80000.0,Own,11.0,Education,B,5000.0,11.14,0.06,N,7.0,False,True,0.4074074074074074,11428.57142857143
23.0,65500.0,Mortgage,3.0,Personal,B,16800.0,11.388,0.26,N,2.0,False,True,0.13043478260869565,32750.0
22.0,50663.0,Rent,0.0,Education,C,7500.0,13.22,0.15,N,2.0,False,True,0.0,25331.5
28.0,95000.0,Rent,5.0,Education,B,8000.0,12.42,0.08,N,6.0,False,True,0.17857142857142858,15833.333333333334
32.0,73000.0,Mortgage,7.0,Personal,C,4750.0,13.11,0.07,Y,9.0,True,True,0.21875,8111.111111111111
34.0,51000.0,Rent,1.0,Medical,A,6000.0,5.99,0.12,N,6.0,False,True,0.029411764705882353,8500.0
38.0,37500.0,Rent,0.0,Education,A,1375.0,6.91,0.04,N,15.0,False,True,0.0,2500.0
22.0,30000.0,Rent,4.0,Personal,C,4800.0,9.94,0.16,N,3.0,True,True,0.18181818181818182,10000.0
